Indicator,S.No.,Parameters,Type,SubDistrict-_South-Total [(A+B) or (C+D)],SubDistrict-_South-Public [A],SubDistrict-_South-Private [B],SubDistrict-_South-Urban [C],SubDistrict-_South-Rural [D],SubDistrict-Autonomous-Total [(A+B) or (C+D)],SubDistrict-Autonomous-Public [A],SubDistrict-Autonomous-Private [B],SubDistrict-Autonomous-Urban [C],SubDistrict-Autonomous-Rural [D],SubDistrict-CGHS-Total [(A+B) or (C+D)],SubDistrict-CGHS-Public [A],SubDistrict-CGHS-Private [B],SubDistrict-CGHS-Urban [C],SubDistrict-CGHS-Rural [D],SubDistrict-Delhi Govt-Total [(A+B) or (C+D)],SubDistrict-Delhi Govt-Public [A],SubDistrict-Delhi Govt-Private [B],SubDistrict-Delhi Govt-Urban [C],SubDistrict-Delhi Govt-Rural [D],SubDistrict-ESI-Total [(A+B) or (C+D)],SubDistrict-ESI-Public [A],SubDistrict-ESI-Private [B],SubDistrict-ESI-Urban [C],SubDistrict-ESI-Rural [D],SubDistrict-IPP VIII-MCD-Total [(A+B) or (C+D)],SubDistrict-IPP VIII-MCD-Public [A],SubDistrict-IPP VIII-MCD-Private [B],SubDistrict-IPP VIII-MCD-Urban [C],SubDistrict-IPP VIII-MCD-Rural [D],SubDistrict-MCW Centres MCD-Total [(A+B) or (C+D)],SubDistrict-MCW Centres MCD-Public [A],SubDistrict-MCW Centres MCD-Private [B],SubDistrict-MCW Centres MCD-Urban [C],SubDistrict-MCW Centres MCD-Rural [D],SubDistrict-Private-Total [(A+B) or (C+D)],SubDistrict-Private-Public [A],SubDistrict-Private-Private [B],SubDistrict-Private-Urban [C],SubDistrict-Private-Rural [D],Month
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,July
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,59,59,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,29,NA,NA,NA,NA,NA,NA,July
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,July
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,55,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,16,NA,NA,NA,NA,NA,NA,20,20,NA,20,NA,19,19,NA,19,NA,NA,NA,NA,NA,NA,July
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,962,530,432,425,537,235,235,NA,NA,235,NA,NA,NA,NA,NA,295,295,NA,0,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,432,NA,432,425,7,July
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,551,353,198,198,353,117,117,NA,NA,117,NA,NA,NA,NA,NA,236,236,NA,0,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,198,NA,198,198,0,July
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,360,360,0,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,165,NA,165,NA,NA,NA,NA,NA,NA,22,22,NA,22,NA,173,173,NA,173,NA,0,NA,0,0,NA,July
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,331,160,171,164,167,118,118,NA,NA,118,NA,NA,NA,NA,NA,42,42,NA,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,171,164,7,July
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,115,95,20,18,97,75,75,NA,NA,75,NA,NA,NA,NA,NA,20,20,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,18,2,July
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,576,353,223,275,301,133,133,NA,NA,133,NA,NA,NA,NA,NA,187,187,NA,23,164,NA,NA,NA,NA,NA,14,14,NA,14,NA,19,19,NA,19,NA,223,NA,223,219,4,July
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,495,280,215,252,243,110,110,NA,NA,110,NA,NA,NA,NA,NA,139,139,NA,9,130,NA,NA,NA,NA,NA,14,14,NA,14,NA,17,17,NA,17,NA,215,NA,215,212,3,July
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,105,74,31,32,73,70,70,NA,NA,70,NA,NA,NA,NA,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,0,NA,0,NA,31,NA,31,31,0,July
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,13,13,0,4,9,7,7,NA,NA,7,NA,NA,NA,NA,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,4,4,NA,4,NA,0,0,NA,0,NA,0,NA,0,0,0,July
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,79,51,28,33,46,20,20,NA,NA,20,NA,NA,NA,NA,NA,26,26,NA,0,26,NA,NA,NA,NA,NA,2,2,NA,2,NA,3,3,NA,3,NA,28,NA,28,28,0,July
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,148,56,92,92,56,46,46,NA,NA,46,NA,NA,NA,NA,NA,10,10,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,92,92,0,July
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,31,24,7,7,24,24,24,NA,NA,24,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,0,July
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,3,0,3,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0,July
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,1044,619,425,499,545,244,244,NA,NA,244,NA,NA,NA,NA,NA,319,319,NA,25,294,NA,NA,NA,NA,NA,26,26,NA,26,NA,30,30,NA,30,NA,425,NA,425,418,7,July
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,149,82,67,80,69,13,13,NA,NA,13,NA,NA,NA,NA,NA,65,65,NA,9,56,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,2,NA,67,NA,67,67,0,July
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,774,526,248,335,439,220,220,NA,NA,220,NA,NA,NA,NA,NA,246,246,NA,27,219,NA,NA,NA,NA,NA,26,26,NA,26,NA,34,34,NA,34,NA,248,NA,248,248,0,July
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,186,181,5,5,181,165,165,NA,NA,165,NA,NA,NA,NA,NA,16,16,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,0,July
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,30,30,0,0,30,4,4,NA,NA,4,NA,NA,NA,NA,NA,26,26,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,31,31,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,22,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,9,9,NA,9,NA,0,NA,0,0,0,July
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,415,280,135,163,252,200,200,NA,NA,200,NA,NA,NA,NA,NA,54,54,NA,2,52,NA,NA,NA,NA,NA,0,0,NA,0,NA,26,26,NA,26,0,135,NA,135,135,0,July
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,512,408,104,164,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,304,NA,10,294,0,0,NA,0,NA,46,46,NA,46,NA,58,58,NA,4,54,104,NA,104,104,0,July
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,506,402,104,158,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,298,NA,4,294,NA,NA,NA,NA,NA,46,46,NA,46,NA,58,58,NA,4,54,104,NA,104,104,0,July
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,320,320,0,130,190,2,2,NA,NA,2,2,2,NA,2,NA,214,214,NA,32,182,NA,NA,NA,NA,NA,4,4,NA,4,NA,98,98,NA,92,6,0,NA,0,0,0,July
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,434,433,1,276,158,14,14,NA,NA,14,2,2,NA,2,NA,157,157,NA,122,35,13,13,NA,13,NA,15,15,NA,15,NA,232,232,NA,123,109,1,NA,1,1,0,July
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,77,77,0,46,31,2,2,NA,NA,2,NA,NA,NA,NA,NA,55,55,NA,32,23,NA,NA,NA,NA,NA,4,4,NA,4,NA,16,16,NA,10,6,0,NA,0,0,0,July
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,281,280,1,154,127,14,14,NA,NA,14,NA,NA,NA,NA,NA,119,119,NA,115,4,NA,NA,NA,NA,NA,15,15,NA,15,NA,132,132,NA,23,109,1,NA,1,1,0,July
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,1,1,0,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,July
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,14,12,2,2,12,9,9,NA,NA,9,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,July
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,14,13,1,1,13,13,13,NA,NA,13,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,July
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,35,35,0,0,35,30,30,NA,NA,30,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,384,362,22,218,166,32,32,NA,NA,32,1,1,NA,1,NA,184,184,NA,157,27,NA,NA,NA,NA,NA,1,1,NA,1,NA,144,144,NA,37,107,22,NA,22,22,0,July
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,99,99,0,0,99,56,56,NA,NA,56,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,45,44,1,2,43,29,29,NA,NA,29,NA,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,0,July
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,97,81,16,37,60,18,18,NA,NA,18,NA,NA,NA,NA,NA,33,33,NA,17,16,2,2,NA,2,NA,NA,NA,NA,NA,NA,28,28,NA,6,22,16,NA,16,12,4,July
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,2,0,2,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0,July
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,1528,1511,17,1113,415,41,41,NA,NA,41,8,8,NA,8,NA,605,605,NA,536,69,16,16,NA,16,NA,135,135,NA,135,NA,706,706,NA,401,305,17,NA,17,17,0,July
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,67411,67399,12,53481,13930,6300,6300,NA,NA,6300,3030,3030,NA,3030,NA,25950,25950,NA,24450,1500,2300,2300,NA,2300,NA,4768,4768,NA,4768,NA,25051,25051,NA,18921,6130,12,NA,12,12,0,July
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,5,0,5,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,5,NA,5,5,0,July
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,253,251,2,146,107,0,0,NA,NA,0,NA,NA,NA,NA,NA,122,122,NA,99,23,NA,NA,NA,NA,NA,6,6,NA,6,NA,123,123,NA,39,84,2,NA,2,2,0,July
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,1907,1867,40,1377,530,0,0,NA,NA,0,NA,NA,NA,NA,NA,1365,1365,NA,995,370,NA,NA,NA,NA,NA,53,53,NA,53,NA,449,449,NA,299,150,40,NA,40,30,10,July
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,563,293,270,270,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293,NA,0,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,270,270,0,July
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,984,568,416,577,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,446,NA,87,359,NA,NA,NA,NA,NA,37,37,NA,37,NA,85,85,NA,44,41,416,NA,416,409,7,July
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,126,13,113,123,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,6,3,1,1,NA,1,NA,0,0,NA,0,NA,3,3,NA,3,0,113,NA,113,113,0,July
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,106,14,92,103,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,9,2,1,1,NA,1,NA,0,0,NA,0,NA,2,2,NA,1,1,92,NA,92,92,0,July
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,86,11,75,84,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,8,1,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,0,1,75,NA,75,75,0,July
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1218,1121,97,976,242,NA,NA,NA,NA,NA,14,14,NA,14,NA,598,598,NA,498,100,5,5,NA,5,NA,61,61,NA,61,NA,443,443,NA,301,142,97,NA,97,97,0,July
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1258,1202,56,1027,231,NA,NA,NA,NA,NA,19,19,NA,19,NA,644,644,NA,578,66,2,2,NA,2,NA,66,66,NA,66,NA,471,471,NA,306,165,56,NA,56,56,0,July
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1407,1357,50,1160,247,NA,NA,NA,NA,NA,20,20,NA,20,NA,746,746,NA,663,83,3,3,NA,3,NA,69,69,NA,69,NA,519,519,NA,355,164,50,NA,50,50,0,July
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,772,359,413,454,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,302,NA,13,289,NA,NA,NA,NA,NA,26,26,NA,26,NA,31,31,NA,9,22,413,NA,413,406,7,July
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1248,1122,126,1003,245,NA,NA,NA,NA,NA,14,14,NA,14,NA,593,593,NA,490,103,2,2,NA,2,NA,61,61,NA,61,NA,452,452,NA,310,142,126,NA,126,126,0,July
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1304,1211,93,1070,234,NA,NA,NA,NA,NA,19,19,NA,19,NA,649,649,NA,581,68,4,4,NA,4,NA,66,66,NA,66,NA,473,473,NA,307,166,93,NA,93,93,0,July
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1430,1348,82,1181,249,NA,NA,NA,NA,NA,20,20,NA,20,NA,745,745,NA,661,84,3,3,NA,3,NA,70,70,NA,70,NA,510,510,NA,345,165,82,NA,82,82,0,July
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,751,347,404,437,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,311,NA,22,289,NA,NA,NA,NA,NA,16,16,NA,16,NA,20,20,NA,2,18,404,NA,404,397,7,July
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,111,0,111,111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,111,NA,111,111,0,July
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,96,1,95,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,95,NA,95,95,0,July
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,39,1,38,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,38,NA,38,38,0,July
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1236,1183,53,999,237,NA,NA,NA,NA,NA,9,9,NA,9,NA,658,658,NA,558,100,4,4,NA,4,NA,61,61,NA,61,NA,451,451,NA,314,137,53,NA,53,53,0,July
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1113,1054,59,926,187,NA,NA,NA,NA,NA,18,18,NA,18,NA,561,561,NA,499,62,5,5,NA,5,NA,61,61,NA,61,NA,409,409,NA,284,125,59,NA,59,59,0,July
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,87,19,68,68,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,0,19,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,68,NA,68,68,0,July
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,100,0,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,100,NA,100,100,0,July
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,60,0,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,60,NA,60,60,0,July
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,80,19,61,80,0,NA,NA,NA,NA,NA,4,4,NA,4,NA,0,0,NA,0,0,15,15,NA,15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,61,NA,61,61,0,July
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,1841,1784,57,1512,329,NA,NA,NA,NA,NA,26,26,NA,26,NA,985,985,NA,885,100,NA,NA,NA,NA,NA,75,75,NA,75,NA,698,698,NA,469,229,57,NA,57,57,0,July
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,July
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,968,918,50,770,198,NA,NA,NA,NA,NA,17,17,NA,17,NA,492,492,NA,432,60,13,13,NA,13,NA,39,39,NA,39,NA,357,357,NA,219,138,50,NA,50,50,0,July
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,874,814,60,742,132,NA,NA,NA,NA,NA,8,8,NA,8,NA,466,466,NA,418,48,7,7,NA,7,NA,31,31,NA,31,NA,302,302,NA,218,84,60,NA,60,60,0,July
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,54,0,54,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,54,NA,54,54,0,July
